mep_id,parliamentary_term,start_date,end_date,political_group
238639,10,2022-10-11,2024-07-15,European Conservatives and Reformists Group
238639,9,2022-10-11,2024-07-15,European Conservatives and Reformists Group
28317,10,2004-07-20,2009-07-13,Socialist Group in the European Parliament
28317,6,2004-07-20,2009-07-13,Socialist Group in the European Parliament
37324,10,2024-07-16,,Group of the European People's Party (Christian Democrats)
37324,6,2006-10-26,2006-12-31,Group of the Alliance of Liberals and Democrats for Europe
37324,6,2007-01-01,2007-07-19,Group of the Alliance of Liberals and Democrats for Europe
37324,6,2007-07-20,2007-12-09,Group of the Alliance of Liberals and Democrats for Europe
37324,6,2007-12-10,2009-07-13,Group of the Alliance of Liberals and Democrats for Europe
37324,7,2009-07-14,2012-01-26,Group of the Alliance of Liberals and Democrats for Europe
37324,7,2012-01-27,2014-06-30,Group of the Alliance of Liberals and Democrats for Europe
37324,8,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
37324,9,2019-07-02,2019-11-30,Group of the European People's Party (Christian Democrats)
1708,10,2004-07-20,2009-07-13,Socialist Group in the European Parliament
1708,2,1984-07-24,1988-06-25,Socialist Group
1708,4,1997-06-06,1999-07-19,Group of the Party of European Socialists
1708,5,1999-07-20,2000-03-07,Group of the Party of European Socialists
1708,5,2000-03-08,2001-03-27,Group of the Party of European Socialists
1708,6,2004-07-20,2009-07-13,Socialist Group in the European Parliament
1879,10,1993-05-18,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1879,3,1993-05-18,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
30190,10,2014-07-01,2015-06-14,Non-attached Members
30190,10,2015-06-15,2017-07-20,Europe of Nations and Freedom Group
30190,8,2014-07-01,2015-06-14,Non-attached Members
30190,8,2015-06-15,2017-07-20,Europe of Nations and Freedom Group
197777,10,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
197777,9,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
197771,10,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
197771,9,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
124871,10,2014-07-01,2014-07-15,European Conservatives and Reformists Group
124871,10,2014-07-16,2014-10-22,European Conservatives and Reformists Group
124871,10,2014-10-23,2019-07-01,European Conservatives and Reformists Group
124871,8,2014-07-01,2014-07-15,European Conservatives and Reformists Group
124871,8,2014-07-16,2014-10-22,European Conservatives and Reformists Group
124871,8,2014-10-23,2019-07-01,European Conservatives and Reformists Group
1513,10,1984-07-24,1986-03-09,Socialist Group
1513,10,1986-03-10,1989-07-24,Socialist Group
1513,1,1979-07-17,1984-07-23,Socialist Group
1513,2,1984-07-24,1986-03-09,Socialist Group
1513,2,1986-03-10,1989-07-24,Socialist Group
124703,10,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124703,8,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
23699,10,2024-07-16,,Non-attached Members
23699,5,2003-04-23,2004-04-30,Confederal Group of the European United Left/Nordic Green Left
23699,5,2004-05-01,2004-07-19,Confederal Group of the European United Left/Nordic Green Left
23699,8,2014-07-01,2015-12-14,Confederal Group of the European United Left
23699,8,2015-12-15,2019-07-01,Confederal Group of the European United Left
23699,9,2019-07-02,2020-12-17,Group of the European United Left
23699,9,2020-12-18,2024-07-15,The Left group in the European Parliament
97129,10,2009-07-14,2009-07-19,Group of the Alliance of Liberals and Democrats for Europe
97129,10,2009-07-20,2011-07-18,Group of the Alliance of Liberals and Democrats for Europe
97129,7,2009-07-14,2009-07-19,Group of the Alliance of Liberals and Democrats for Europe
97129,7,2009-07-20,2011-07-18,Group of the Alliance of Liberals and Democrats for Europe
95014,10,2009-01-01,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
95014,6,2009-01-01,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
124934,10,2019-07-02,2024-07-15,Group of the Greens/European Free Alliance
124934,8,2014-07-01,2017-11-14,Group of the Greens/European Free Alliance
124934,8,2017-11-15,2019-07-01,Group of the Greens/European Free Alliance
124934,9,2019-07-02,2024-07-15,Group of the Greens/European Free Alliance
2312,10,2001-04-05,2002-06-26,Group of the Party of European Socialists
2312,10,2002-06-27,2002-06-30,Non-attached
2312,10,2002-07-01,2004-07-19,Confederal Group of the European United Left/Nordic Green Left
2312,4,1997-02-05,1999-07-19,Group of the European Radical Alliance
2312,5,2001-04-05,2002-06-26,Group of the Party of European Socialists
2312,5,2002-06-27,2002-06-30,Non-attached
2312,5,2002-07-01,2004-07-19,Confederal Group of the European United Left/Nordic Green Left
1029,10,1989-07-25,1992-04-02,Socialist Group
1029,3,1989-07-25,1992-04-02,Socialist Group
124822,10,2019-07-02,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124822,8,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124822,9,2019-07-02,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1396,10,1999-07-20,2004-07-19,Non-attached
1396,1,1979-07-17,1984-07-23,Non-attached
1396,2,1984-07-24,1989-07-24,Non-attached
1396,3,1989-07-25,1994-07-18,Non-attached
1396,4,1994-07-19,1999-07-19,Non-attached
1396,5,1999-07-20,2004-07-19,Non-attached
197678,10,2019-07-02,2022-10-09,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197678,9,2019-07-02,2022-10-09,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197682,10,2024-07-16,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197682,9,2019-07-02,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
4292,10,2004-07-20,2004-08-30,Group of the European People's Party (Christian Democrats) and European Democrats
4292,10,2004-08-31,2008-12-02,Group of the European People's Party (Christian Democrats) and European Democrats
4292,5,1999-07-20,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
4292,6,2004-07-20,2004-08-30,Group of the European People's Party (Christian Democrats) and European Democrats
4292,6,2004-08-31,2008-12-02,Group of the European People's Party (Christian Democrats) and European Democrats
1008,10,1989-07-25,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1008,3,1989-07-25,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
4358,10,1999-07-20,2004-07-19,Confederal Group of the European United Left/Nordic Green Left
4358,5,1999-07-20,2004-07-19,Confederal Group of the European United Left/Nordic Green Left
38603,10,2007-06-06,2007-11-13,"Identity, Tradition and Sovereignty Group"
38603,10,2007-11-14,2009-07-13,Non-attached Members
38603,6,2007-06-06,2007-11-13,"Identity, Tradition and Sovereignty Group"
38603,6,2007-11-14,2009-07-13,Non-attached Members
124973,10,2024-07-16,,Patriots for Europe Group
124973,8,2014-07-01,2015-06-14,Non-attached Members
124973,8,2015-06-15,2015-06-15,Europe of Nations and Freedom Group
124973,8,2015-06-16,2017-12-31,Europe of Nations and Freedom Group
124973,8,2018-01-01,2019-07-01,Europe of Nations and Freedom Group
124973,9,2019-07-02,2024-07-15,Identity and Democracy Group
2097,10,2009-07-14,2011-07-05,European Conservatives and Reformists Group
2097,10,2011-07-06,2012-01-30,European Conservatives and Reformists Group
2097,10,2012-01-31,2014-06-30,European Conservatives and Reformists Group
2097,4,1994-07-19,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2097,5,1999-07-20,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
2097,6,2004-07-20,2004-08-30,Group of the European People's Party (Christian Democrats) and European Democrats
2097,6,2004-08-31,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
2097,7,2009-07-14,2011-07-05,European Conservatives and Reformists Group
2097,7,2011-07-06,2012-01-30,European Conservatives and Reformists Group
2097,7,2012-01-31,2014-06-30,European Conservatives and Reformists Group
2079,10,1994-07-19,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2079,4,1994-07-19,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
861,10,1979-07-17,1984-07-23,European Democratic Group
861,1,1979-07-17,1984-07-23,European Democratic Group
836,10,1979-07-17,1984-07-23,Liberal and Democratic Group
836,1,1979-07-17,1984-07-23,Liberal and Democratic Group
1510,10,1984-07-24,1985-12-12,Liberal and Democratic Group
1510,10,1985-12-13,1989-07-24,Liberal and Democratic Reformist Group
1510,2,1984-07-24,1985-12-12,Liberal and Democratic Group
1510,2,1985-12-13,1989-07-24,Liberal and Democratic Reformist Group
1319,10,1994-07-19,1994-09-05,Group of the Party of European Socialists
1319,10,1994-09-06,1999-07-19,Group of the Party of European Socialists
1319,2,1986-01-01,1987-07-05,Socialist Group
1319,2,1987-07-06,1987-10-25,Socialist Group
1319,2,1987-10-26,1989-07-24,Socialist Group
1319,3,1989-07-25,1992-01-14,Socialist Group
1319,3,1992-01-15,1993-04-20,Socialist Group
1319,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1319,4,1994-07-19,1994-09-05,Group of the Party of European Socialists
1319,4,1994-09-06,1999-07-19,Group of the Party of European Socialists
239255,10,2022-11-02,2023-12-06,Identity and Democracy Group
239255,10,2023-12-07,2024-01-16,Non-attached Members
239255,10,2024-01-17,2024-07-15,Group of the European People's Party (Christian Democrats)
239255,9,2022-11-02,2023-12-06,Identity and Democracy Group
239255,9,2023-12-07,2024-01-16,Non-attached Members
239255,9,2024-01-17,2024-07-15,Group of the European People's Party (Christian Democrats)
2125,10,2009-07-14,2009-07-19,Group of the Alliance of Liberals and Democrats for Europe
2125,10,2009-07-20,2014-06-30,Group of the Alliance of Liberals and Democrats for Europe
2125,4,1994-07-19,1995-07-04,Group of the European Democratic Alliance
2125,4,1995-07-05,1999-07-19,Group Union for Europe
2125,5,1999-07-20,2002-06-17,Union for Europe of the Nations Group
2125,7,2009-07-14,2009-07-19,Group of the Alliance of Liberals and Democrats for Europe
2125,7,2009-07-20,2014-06-30,Group of the Alliance of Liberals and Democrats for Europe
125006,10,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
125006,8,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
699,10,1979-07-17,1984-07-23,Socialist Group
699,1,1979-07-17,1984-07-23,Socialist Group
879,10,1979-07-17,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
879,1,1979-07-17,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
1031,10,1994-07-19,1999-07-19,Group of the Party of European Socialists
1031,3,1989-07-25,1993-04-20,Socialist Group
1031,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1031,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
24091,10,2003-06-30,2004-04-30,Non-attached
24091,10,2004-05-01,2004-07-19,Non-attached
24091,5,2003-06-30,2004-04-30,Non-attached
24091,5,2004-05-01,2004-07-19,Non-attached
190099,10,2019-07-02,2020-01-31,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
190099,8,2017-10-03,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
190099,9,2019-07-02,2020-01-31,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1932,10,1994-07-19,1999-07-19,The Green Group in the European Parliament
1932,4,1994-07-19,1999-07-19,The Green Group in the European Parliament
1966,10,1999-07-20,2004-07-19,"Group of the European Liberal, Democrat and Reform Party"
1966,4,1994-07-19,1999-07-19,"Group of the European Liberal, Democrat and Reform Party"
1966,5,1999-07-20,2004-07-19,"Group of the European Liberal, Democrat and Reform Party"
1424,10,1994-07-19,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1424,2,1984-07-24,1989-07-24,European Democratic Group
1424,3,1989-07-25,1992-04-30,European Democratic Group
1424,3,1992-05-01,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1424,4,1994-07-19,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
209091,10,2020-11-05,2020-11-10,Non-attached Members
209091,10,2020-11-11,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
209091,9,2020-11-05,2020-11-10,Non-attached Members
209091,9,2020-11-11,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197544,10,2019-07-02,2024-07-15,European Conservatives and Reformists Group
197544,9,2019-07-02,2024-07-15,European Conservatives and Reformists Group
124824,10,2014-07-01,2018-07-03,European Conservatives and Reformists Group
124824,10,2018-07-04,2019-07-01,European Conservatives and Reformists Group
124824,8,2014-07-01,2018-07-03,European Conservatives and Reformists Group
124824,8,2018-07-04,2019-07-01,European Conservatives and Reformists Group
1348,10,1994-07-19,1999-07-19,Group of the Party of European Socialists
1348,2,1986-01-01,1987-07-05,Socialist Group
1348,2,1987-07-06,1989-07-24,Socialist Group
1348,3,1989-07-25,1993-04-20,Socialist Group
1348,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1348,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
125047,10,2014-07-01,2019-07-01,Confederal Group of the European United Left
125047,8,2014-07-01,2019-07-01,Confederal Group of the European United Left
124777,10,2019-07-02,2024-07-15,Non-attached Members
124777,8,2014-07-01,2014-10-15,Europe of Freedom and Direct Democracy Group
124777,8,2014-10-16,2014-10-19,Non-attached Members
124777,8,2014-10-20,2019-07-01,Europe of Freedom and Direct Democracy Group
124777,9,2019-07-02,2024-07-15,Non-attached Members
197661,10,2019-07-02,2020-12-22,Renew Europe Group
197661,9,2019-07-02,2020-12-22,Renew Europe Group
1497,10,1984-07-24,1989-07-24,Communist and Allies Group
1497,2,1984-07-24,1989-07-24,Communist and Allies Group
1790,10,1984-07-24,1989-07-24,Socialist Group
1790,2,1984-07-24,1989-07-24,Socialist Group
4338,10,2017-05-18,2019-07-01,Group of the Alliance of Liberals and Democrats for Europe
4338,5,1999-07-20,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
4338,6,2004-07-20,2009-07-13,Group of the Alliance of Liberals and Democrats for Europe
4338,8,2017-05-18,2019-07-01,Group of the Alliance of Liberals and Democrats for Europe
1212,10,1989-07-25,1993-04-20,Socialist Group
1212,10,1993-04-21,1994-07-18,Group of the Party of European Socialists
1212,1,1981-09-01,1984-07-23,Socialist Group
1212,2,1984-07-24,1989-07-24,Socialist Group
1212,3,1989-07-25,1993-04-20,Socialist Group
1212,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1109,10,1994-07-19,1999-07-19,Group of the Party of European Socialists
1109,3,1989-07-25,1993-01-11,Group for the European United Left
1109,3,1993-01-12,1993-04-20,Socialist Group
1109,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1109,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
4275,10,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
4275,5,1999-07-20,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
4275,6,2004-07-20,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
4275,7,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
197728,10,2019-07-02,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197728,9,2019-07-02,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
900,10,1979-07-17,1984-07-23,Communist and Allies Group
900,1,1979-07-17,1984-07-23,Communist and Allies Group
124801,10,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124801,8,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
2217,10,1999-07-20,2000-09-20,Union for Europe of the Nations Group
2217,10,2000-09-21,2001-01-30,Union for Europe of the Nations Group
2217,10,2001-01-31,2004-07-19,Non-attached
2217,4,1994-07-19,1996-11-10,Europe of Nations Group (Coordination Group)
2217,4,1996-11-11,1997-01-12,Non-attached
2217,4,1997-01-13,1997-05-12,Group of Independents for a Europe of Nations
2217,4,1997-05-13,1999-07-19,Group of Independents for a Europe of Nations
2217,5,1999-07-20,2000-09-20,Union for Europe of the Nations Group
2217,5,2000-09-21,2001-01-30,Union for Europe of the Nations Group
2217,5,2001-01-31,2004-07-19,Non-attached
28418,10,2004-07-20,2009-07-13,Group of the Greens/European Free Alliance
28418,6,2004-07-20,2009-07-13,Group of the Greens/European Free Alliance
197414,10,2024-07-16,,Group of the European People's Party (Christian Democrats)
197414,9,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
96737,10,2009-07-14,2014-06-30,Group of the Greens/European Free Alliance
96737,7,2009-07-14,2014-06-30,Group of the Greens/European Free Alliance
4420,10,1999-07-20,2004-07-19,Group for a Europe of Democracies and Diversities
4420,5,1999-07-20,2004-07-19,Group for a Europe of Democracies and Diversities
1555,10,1984-07-24,1989-07-24,Communist and Allies Group
1555,1,1979-07-17,1984-07-23,Communist and Allies Group
1555,2,1984-07-24,1989-07-24,Communist and Allies Group
96914,10,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
96914,7,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
2321,10,1997-09-18,1999-07-19,Group of the Party of European Socialists
2321,4,1997-09-18,1999-07-19,Group of the Party of European Socialists
124850,10,2024-07-16,,Group of the European People's Party (Christian Democrats)
124850,8,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
124850,9,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
1017,10,1989-07-25,1994-07-18,Group of the European Democratic Alliance
1017,3,1989-07-25,1994-07-18,Group of the European Democratic Alliance
96673,10,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96673,7,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96673,8,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28283,10,2004-07-20,2007-02-26,Group of the Alliance of Liberals and Democrats for Europe
28283,10,2007-02-27,2009-06-15,Group of the Alliance of Liberals and Democrats for Europe
28283,6,2004-07-20,2007-02-26,Group of the Alliance of Liberals and Democrats for Europe
28283,6,2007-02-27,2009-06-15,Group of the Alliance of Liberals and Democrats for Europe
974,10,1989-07-25,1994-07-18,Group of the European Democratic Alliance
974,1,1979-07-17,1984-07-23,Group of European Progressive Democrats
974,2,1984-07-24,1989-07-24,Group of the European Democratic Alliance
974,3,1989-07-25,1994-07-18,Group of the European Democratic Alliance
270,10,1979-07-17,1984-07-23,Communist and Allies Group
270,1,1979-07-17,1984-07-23,Communist and Allies Group
197455,10,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
197455,9,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
1968,10,2003-02-05,2004-07-19,"Group of the European Liberal, Democrat and Reform Party"
1968,4,1994-07-19,1999-07-19,"Group of the European Liberal, Democrat and Reform Party"
1968,5,2003-02-05,2004-07-19,"Group of the European Liberal, Democrat and Reform Party"
190517,10,2024-07-16,,The Left group in the European Parliament
190517,8,2017-11-08,2019-07-01,Confederal Group of the European United Left
190517,9,2019-07-02,2019-07-17,Group of the European United Left
190517,9,2019-07-18,2020-12-17,Group of the European United Left
190517,9,2020-12-18,2024-07-15,The Left group in the European Parliament
124696,10,2019-07-02,2024-07-15,Renew Europe Group
124696,8,2014-07-01,2014-10-31,Group of the Alliance of Liberals and Democrats for Europe
124696,9,2019-07-02,2024-07-15,Renew Europe Group
97009,10,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
97009,7,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1255,10,1994-07-19,1994-07-27,Group of the European People's Party (Christian-Democratic Group)
1255,10,1994-07-28,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1255,1,1979-07-17,1983-10-23,Group of the European People's Party (Christian-Democratic Group)
1255,1,1983-10-24,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
1255,2,1984-07-24,1985-09-08,Group of the European People's Party (Christian-Democratic Group)
1255,2,1985-09-09,1989-07-24,Group of the European People's Party (Christian-Democratic Group)
1255,3,1989-07-25,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
1255,4,1994-07-19,1994-07-27,Group of the European People's Party (Christian-Democratic Group)
1255,4,1994-07-28,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2065,10,1995-01-01,1995-10-08,Group of the Party of European Socialists
2065,4,1995-01-01,1995-10-08,Group of the Party of European Socialists
2327,10,2014-07-01,2019-04-18,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
2327,4,1998-05-12,1999-07-19,Group of the Party of European Socialists
2327,5,1999-07-20,2004-07-19,Group of the Party of European Socialists
2327,6,2004-07-20,2007-02-13,Socialist Group in the European Parliament
2327,6,2007-02-14,2009-07-13,Socialist Group in the European Parliament
2327,7,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
2327,8,2014-07-01,2019-04-18,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96741,10,2009-07-14,2010-09-14,Confederal Group of the European United Left
96741,10,2010-09-15,2014-06-30,Confederal Group of the European United Left
96741,7,2009-07-14,2010-09-14,Confederal Group of the European United Left
96741,7,2010-09-15,2014-06-30,Confederal Group of the European United Left
96947,10,2012-06-16,2014-06-30,Group of the European People's Party (Christian Democrats)
96947,7,2012-06-16,2014-06-30,Group of the European People's Party (Christian Democrats)
124886,10,2014-07-01,2014-10-19,Non-attached Members
124886,10,2014-10-20,2019-07-01,Europe of Freedom and Direct Democracy Group
124886,8,2014-07-01,2014-10-19,Non-attached Members
124886,8,2014-10-20,2019-07-01,Europe of Freedom and Direct Democracy Group
23774,10,2003-04-23,2004-04-30,Group of the Party of European Socialists
23774,10,2004-05-01,2004-07-19,Group of the Party of European Socialists
23774,5,2003-04-23,2004-04-30,Group of the Party of European Socialists
23774,5,2004-05-01,2004-07-19,Group of the Party of European Socialists
125033,10,2014-07-01,2015-03-04,Confederal Group of the European United Left
125033,8,2014-07-01,2015-03-04,Confederal Group of the European United Left
1354,10,1989-07-25,1990-11-18,Group of the European People's Party (Christian-Democratic Group)
1354,10,1990-11-19,1991-10-10,Group of the European People's Party (Christian-Democratic Group)
1354,2,1986-01-01,1987-07-05,Non-attached
1354,2,1987-07-06,1989-07-24,European Democratic Group
1354,3,1989-07-25,1990-11-18,Group of the European People's Party (Christian-Democratic Group)
1354,3,1990-11-19,1991-10-10,Group of the European People's Party (Christian-Democratic Group)
28215,10,2009-07-14,2014-06-30,Confederal Group of the European United Left
28215,6,2004-07-20,2009-07-13,Confederal Group of the European United Left
28215,7,2009-07-14,2014-06-30,Confederal Group of the European United Left
2033,10,1994-07-19,1995-07-04,Forza Europa Group
2033,10,1995-07-05,1996-10-23,Group Union for Europe
2033,10,1996-10-24,1998-06-14,Group Union for Europe
2033,10,1998-06-15,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2033,4,1994-07-19,1995-07-04,Forza Europa Group
2033,4,1995-07-05,1996-10-23,Group Union for Europe
2033,4,1996-10-24,1998-06-14,Group Union for Europe
2033,4,1998-06-15,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1341,10,1989-07-25,1990-07-28,Socialist Group
1341,2,1986-01-01,1987-07-05,Socialist Group
1341,2,1987-07-06,1989-07-24,Socialist Group
1341,3,1989-07-25,1990-07-28,Socialist Group
1285,10,1989-07-25,1993-04-20,Socialist Group
1285,10,1993-04-21,1994-07-18,Group of the Party of European Socialists
1285,3,1989-07-25,1993-04-20,Socialist Group
1285,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1720,10,1984-07-24,1985-09-08,Group of the European People's Party (Christian-Democratic Group)
1720,10,1985-09-09,1989-07-24,Group of the European People's Party (Christian-Democratic Group)
1720,1,1979-07-17,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
1720,2,1984-07-24,1985-09-08,Group of the European People's Party (Christian-Democratic Group)
1720,2,1985-09-09,1989-07-24,Group of the European People's Party (Christian-Democratic Group)
2272,10,1999-07-20,2004-07-19,Group of the Party of European Socialists
2272,4,1995-10-17,1999-07-19,Group of the Party of European Socialists
2272,5,1999-07-20,2004-07-19,Group of the Party of European Socialists
124874,10,2014-07-01,2019-07-01,European Conservatives and Reformists Group
124874,8,2014-07-01,2019-07-01,European Conservatives and Reformists Group
125105,10,2014-07-01,2014-11-26,European Conservatives and Reformists Group
125105,10,2014-11-27,2016-12-12,European Conservatives and Reformists Group
125105,10,2016-12-13,2017-07-04,European Conservatives and Reformists Group
125105,10,2017-07-05,2019-07-01,European Conservatives and Reformists Group
125105,8,2014-07-01,2014-11-26,European Conservatives and Reformists Group
125105,8,2014-11-27,2016-12-12,European Conservatives and Reformists Group
125105,8,2016-12-13,2017-07-04,European Conservatives and Reformists Group
125105,8,2017-07-05,2019-07-01,European Conservatives and Reformists Group
34004,10,2005-09-26,2006-12-31,Group of the European People's Party (Christian Democrats) and European Democrats
34004,10,2007-01-01,2007-12-09,Group of the European People's Party (Christian Democrats) and European Democrats
34004,6,2005-09-26,2006-12-31,Group of the European People's Party (Christian Democrats) and European Democrats
34004,6,2007-01-01,2007-12-09,Group of the European People's Party (Christian Democrats) and European Democrats
114268,10,2019-07-02,2024-07-15,Renew Europe Group
114268,7,2012-07-05,2014-06-30,Group of the Alliance of Liberals and Democrats for Europe
114268,8,2014-07-01,2017-01-31,Group of the Alliance of Liberals and Democrats for Europe
114268,8,2017-02-01,2019-07-01,Group of the Alliance of Liberals and Democrats for Europe
114268,9,2019-07-02,2024-07-15,Renew Europe Group
96808,10,2024-07-16,,Group of the European People's Party (Christian Democrats)
96808,7,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
96808,8,2019-05-21,2019-07-01,Group of the European People's Party (Christian Democrats)
96808,9,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
107041,10,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
107041,7,2011-04-01,2014-06-30,Group of the European People's Party (Christian Democrats)
107041,8,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
97020,10,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
97020,7,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197507,10,2019-07-02,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197507,9,2019-07-02,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
2218,10,1994-07-19,1994-08-28,Europe of Nations Group (Coordination Group)
2218,10,1994-08-29,1996-11-10,Europe of Nations Group (Coordination Group)
2218,10,1996-11-11,1997-01-12,Non-attached
2218,10,1997-01-13,1997-05-12,Group of Independents for a Europe of Nations
2218,10,1997-05-13,1999-07-19,Group of Independents for a Europe of Nations
2218,4,1994-07-19,1994-08-28,Europe of Nations Group (Coordination Group)
2218,4,1994-08-29,1996-11-10,Europe of Nations Group (Coordination Group)
2218,4,1996-11-11,1997-01-12,Non-attached
2218,4,1997-01-13,1997-05-12,Group of Independents for a Europe of Nations
2218,4,1997-05-13,1999-07-19,Group of Independents for a Europe of Nations
124853,10,2014-07-01,2018-07-13,Group of the European People's Party (Christian Democrats)
124853,8,2014-07-01,2018-07-13,Group of the European People's Party (Christian Democrats)
124929,10,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
124929,8,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
124929,9,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
794,10,1979-07-17,1980-07-09,Group of European Progressive Democrats
794,1,1979-07-17,1980-07-09,Group of European Progressive Democrats
1620,10,1984-07-24,1987-04-05,Socialist Group
1620,10,1987-04-06,1987-10-25,Socialist Group
1620,10,1987-10-26,1989-07-24,Socialist Group
1620,1,1979-07-17,1982-03-08,Socialist Group
1620,1,1982-03-09,1984-07-23,Socialist Group
