vote_id,code,interinstitutional_file_no,label,date,committee_responsible
38904,B9-0154/2019,2019/2755/RSP,Motions for resolutions - Search and rescue in the Mediterranean,2019-10-24,"Civil Liberties, Justice and Home Affairs"
38905,B9-0154/2019,2019/2755/RSP,Motions for resolutions - Search and rescue in the Mediterranean,2019-10-24,"Civil Liberties, Justice and Home Affairs"
38906,B9-0154/2019,2019/2755/RSP,Motions for resolutions - Search and rescue in the Mediterranean,2019-10-24,"Civil Liberties, Justice and Home Affairs"
38907,B9-0154/2019,2019/2755/RSP,Motions for resolutions - Search and rescue in the Mediterranean,2019-10-24,"Civil Liberties, Justice and Home Affairs"
38908,B9-0154/2019,2019/2755/RSP,Motions for resolutions - Search and rescue in the Mediterranean,2019-10-24,"Civil Liberties, Justice and Home Affairs"
38909,B9-0154/2019,2019/2755/RSP,Motions for resolutions - Search and rescue in the Mediterranean,2019-10-24,"Civil Liberties, Justice and Home Affairs"
38910,B9-0154/2019,2019/2755/RSP,Motions for resolutions - Search and rescue in the Mediterranean,2019-10-24,"Civil Liberties, Justice and Home Affairs"
38911,B9-0154/2019,2019/2755/RSP,Motions for resolutions - Search and rescue in the Mediterranean,2019-10-24,"Civil Liberties, Justice and Home Affairs"
38912,B9-0154/2019,2019/2755/RSP,Motions for resolutions - Search and rescue in the Mediterranean,2019-10-24,"Civil Liberties, Justice and Home Affairs"
38913,B9-0154/2019,2019/2755/RSP,Motions for resolutions - Search and rescue in the Mediterranean,2019-10-24,"Civil Liberties, Justice and Home Affairs"
38914,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38915,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38916,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38917,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38918,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38919,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38920,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38921,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38922,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38923,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38924,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38925,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38926,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38927,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38928,RC-B9-0156/2019,2019/2883/RSP,Opening accession negotiations with North Macedonia and Albania,2019-10-24,No Committee
38929,0,0,Changes to the agenda - request by GUE/NGL,2019-11-13,No Committee
38930,0,0,Changes to the agenda - request by S&D and GUE/NGL,2019-11-13,No Committee
38931,0,0,Changes to the agenda - request by GUE/NGL,2019-11-13,No Committee
38932,0,0,Changes to the agenda - request by ID - The steel sector in the EU,2019-11-13,No Committee
38933,0,0,Changes to the agenda - request by ID - The situation in Kashmir,2019-11-13,No Committee
38934,0,0,Changes to the agenda - request by ID - The violence against women and the situation of women refugees,2019-11-13,No Committee
38935,A9-0019/2019,2018/0415/CNS,Distance sales of goods and certain domestic supplies of goods,2019-11-14,Economic and Monetary Affairs
38936,A9-0021/2019,2019/2114/BUD,Mobilisation of the European Globalisation Adjustment Fund - EGF/2019/001 BE/Carrefour - Belgium,2019-11-14,Budgets
38937,A9-0021/2019,2019/2114/BUD,Mobilisation of the European Globalisation Adjustment Fund - EGF/2019/001 BE/Carrefour - Belgium,2019-11-14,Budgets
38938,B9-0170/2019,2019/2856/RSP,Objection pursuant to Rule 112: Genetically modified cotton LLCotton25 (ACS-GHÃÃ1-3),2019-11-14,"Environment, Public Health and Food Safety"
38939,B9-0169/2019,2019/2857/RSP,Objection pursuant to Rule 112: Genetically modified soybean MON 89788 (MON-89788-1),2019-11-14,"Environment, Public Health and Food Safety"
38940,B9-0171/2019,2019/2859/RSP,"Objection pursuant to Rule 112: Genetically modified maize MON 89034 Ã 1507 Ã NK603 Ã DAS-40278-9 and sub- combinations MON 89034 Ã NK603 Ã DAS-40278-9, 1507 Ã NK603 Ã DAS-40278-9 and NK603 Ã DAS-40278-9",2019-11-14,"Environment, Public Health and Food Safety"
38941,B9-0172/2019,2019/2860/RSP,"Objection pursuant to Rule 112: Genetically modified maize Bt11 Ã MIR162 Ã MIR604 Ã 1507 Ã 5307 Ã GA21 and genetically modified maize combining two, three, four or five of the single events Bt11, MIR162, MIR604, 1507, 5307 and GA21",2019-11-14,"Environment, Public Health and Food Safety"
38942,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38943,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38944,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38945,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38946,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38947,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38948,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38949,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38950,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38951,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38952,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38953,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38954,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38955,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38956,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38957,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38958,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38959,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38960,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38961,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38962,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38963,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38964,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38965,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38966,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38967,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38968,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38969,B9-0166/2019,2019/2891/RSP,Criminalisation of sexual education in Poland,2019-11-14,No Committee
38970,0,0,Changes to the agenda - request by GUE/NGL,2019-11-25,No Committee
38971,0,0,Changes to the agenda - request by ID,2019-11-25,No Committee
38972,A9-0024/2019,2019/0132/NLE,EU-Ukraine Agreement Amending the trade preferences for poultry meat and poultry meat preparations provided for by the EU-Ukraine Association Agreement,2019-11-26,International Trade
38973,A9-0034/2019,2019/0096/CNS,Amending VAT and excise duty rules as regards defence effort within the Union framwork,2019-11-26,Economic and Monetary Affairs
38974,B9-0178/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38975,B9-0179/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38976,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38977,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38978,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38979,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38980,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38981,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38982,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38983,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38984,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38985,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38986,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38987,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38988,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38989,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38990,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38991,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38992,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38993,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38994,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38995,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38996,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38997,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38998,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
38999,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39000,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39001,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39002,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39003,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39004,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39005,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39006,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39007,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39008,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39009,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39010,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39011,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39012,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39013,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39014,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39015,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39016,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39017,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
39018,B9-0180/2019,2019/2876/RSP,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,2019-11-26,No Committee
