vote_id,code,interinstitutional_file_no,label,date,committee_responsible
55797,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55798,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55799,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55800,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55801,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55802,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55803,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55804,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55805,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55806,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55807,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55808,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55809,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55810,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55811,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55812,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55813,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55814,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55815,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55816,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55817,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55818,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55819,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55820,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55821,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55822,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55823,A9-2023-0339,2022/0196(COD)],Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55824,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55825,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55826,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55827,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55828,A9-2023-0339,2022/0196(COD),Sustainable use of plant protection products ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55829,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55830,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55831,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55832,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55833,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55834,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55835,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55836,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55837,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55838,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55839,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55840,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55841,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55842,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55843,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55844,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55845,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55846,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55847,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55848,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55850,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55851,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55852,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55853,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55854,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55855,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55856,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55857,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55858,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55859,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55860,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55861,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55862,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55863,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55864,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55865,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55866,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55867,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55868,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55869,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55870,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55871,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55872,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55873,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55874,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55875,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55876,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55877,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55878,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55879,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55880,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55881,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55882,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55883,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55884,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55885,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55886,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55887,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55888,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55889,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55890,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55891,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55892,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55893,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55894,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55895,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55896,A9-2023-0319,2022/0396(COD),Packaging and packaging waste ***I ,2023-11-22,"Environment, Public Health and Food Safety"
55897,A9-2023-0309,2021/2161(INL),Digitalisation and Administrative Law ,2023-11-22,Legal Affairs
55898,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55899,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55900,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55901,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55902,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55903,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55904,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55905,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55906,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55907,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55908,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55909,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55910,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55911,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55912,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55913,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55914,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55915,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55916,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55917,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55918,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55919,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55920,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55921,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55922,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55923,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55924,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55925,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55926,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55927,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55928,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55929,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55930,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55931,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55932,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55933,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55934,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55935,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55936,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55937,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55938,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55939,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55940,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55941,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55942,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55943,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55944,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55945,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55946,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55947,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55948,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55949,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55950,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55951,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55952,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55953,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55954,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55955,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55956,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55957,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55958,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55959,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55960,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55961,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55962,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55963,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55964,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55965,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55966,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55967,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55968,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55969,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55970,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55971,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55972,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55973,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55974,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55975,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55976,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55977,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55978,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55979,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55980,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55981,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55982,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55983,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55984,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55985,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55986,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55987,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55988,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55989,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55990,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55991,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55992,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55993,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55994,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55995,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55996,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55997,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55998,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
55999,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56000,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56001,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56002,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56003,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56004,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56005,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56006,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56007,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56008,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56009,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56010,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56011,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56012,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56013,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56014,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56015,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56016,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56017,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56018,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56019,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56020,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56021,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56022,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56023,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56024,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
